run_id,token,time_s,phase,num_alive_uavs,avg_energy_used_j,min_energy_j,failure_history
recovery-49be0b3a,56,4.503306391592515,pre_failure,12,691.8718538644413,130029.23006625056,[]
recovery-49be0b3a,57,4.583722577156667,pre_failure,12,704.2267083977349,130016.60758849564,[]
recovery-49be0b3a,58,4.664138762720819,pre_failure,12,716.5815629310285,130003.98511074072,[]
recovery-49be0b3a,59,4.744554948284971,pre_failure,12,728.9364174643221,129991.3626329858,[]
recovery-49be0b3a,60,4.8249711338491235,pre_failure,12,741.2912719976157,129978.74015523087,[]
recovery-49be0b3a,61,4.9053873194132755,pre_failure,12,753.6461265309093,129966.11767747595,[]
recovery-49be0b3a,62,4.985803504977428,pre_failure,12,766.0009810642028,129953.49519972103,[]
recovery-49be0b3a,63,5.06621969054158,pre_failure,12,778.3558355974965,129940.87272196611,[]
recovery-49be0b3a,64,5.146635876105732,pre_failure,12,790.7106901307901,129928.25024421119,[]
recovery-49be0b3a,65,5.227052061669884,pre_failure,12,803.0655446640836,129915.62776645627,[]
recovery-49be0b3a,66,5.307468247234036,pre_failure,12,815.4203991973773,129903.00528870134,[]
recovery-49be0b3a,67,5.387884432798188,pre_failure,12,827.7752537306709,129890.38281094642,[]
recovery-49be0b3a,68,5.46830061836234,pre_failure,12,840.1301082639644,129877.7603331915,[]
recovery-49be0b3a,69,5.548716803926492,pre_failure,12,852.484962797258,129865.13785543658,[]
recovery-49be0b3a,70,5.629132989490644,pre_failure,12,864.8398173305517,129852.51537768166,[]
recovery-49be0b3a,71,5.709549175054796,pre_failure,12,877.1946718638452,129839.89289992674,[]
recovery-49be0b3a,72,5.7899653606189485,pre_failure,12,889.5495263971388,129827.27042217182,[]
recovery-49be0b3a,73,5.870381546183101,pre_failure,12,901.9043809304325,129814.6479444169,[]
recovery-49be0b3a,74,5.950797731747253,pre_failure,12,914.259235463726,129802.02546666197,[]
recovery-49be0b3a,75,6.031213917311405,pre_failure,12,926.6140899970196,129789.40298890705,[]
recovery-49be0b3a,76,6.111630102875557,pre_failure,12,938.9689445303133,129776.78051115213,[]
recovery-49be0b3a,77,6.192046288439709,pre_failure,12,951.3237990636068,129764.15803339721,[]
recovery-49be0b3a,78,6.272462474003861,pre_failure,12,963.6786535969004,129751.53555564229,[]
recovery-49be0b3a,79,6.352878659568013,pre_failure,12,976.033508130194,129738.91307788737,[]
recovery-49be0b3a,80,6.433294845132165,pre_failure,12,988.3883626634876,129726.29060013244,[]
recovery-49be0b3a,81,6.513711030696317,pre_failure,12,1000.7432171967812,129713.66812237752,[]
recovery-49be0b3a,82,6.594127216260469,pre_failure,12,1013.0980717300748,129701.0456446226,[]
recovery-49be0b3a,83,6.6745434018246215,pre_failure,12,1025.4529262633685,129688.42316686768,[]
recovery-49be0b3a,84,6.754959587388774,pre_failure,12,1037.807780796662,129675.80068911276,[]
recovery-49be0b3a,85,6.835375772952926,pre_failure,12,1050.1626353299555,129663.17821135784,[]
recovery-49be0b3a,86,6.915791958517078,pre_failure,12,1062.5174898632492,129650.55573360292,[]
recovery-49be0b3a,87,6.99620814408123,pre_failure,12,1074.8723443965428,129637.933255848,[]
recovery-49be0b3a,88,7.076624329645382,pre_failure,12,1087.2271989298363,129625.31077809307,[]
recovery-49be0b3a,89,7.157040515209534,pre_failure,12,1099.58205346313,129612.68830033815,[]
recovery-49be0b3a,90,7.237456700773686,pre_failure,12,1111.9369079964235,129600.06582258323,[]
recovery-49be0b3a,91,7.317872886337838,pre_failure,12,1124.291762529717,129587.44334482831,[]
recovery-49be0b3a,92,7.39828907190199,pre_failure,12,1136.6466170630108,129574.82086707339,[]
recovery-49be0b3a,93,7.478705257466142,pre_failure,12,1149.0014715963043,129562.19838931847,[]
recovery-49be0b3a,94,7.559121443030294,pre_failure,12,1161.3563261295978,129549.57591156354,[]
recovery-49be0b3a,95,7.6395376285944465,pre_failure,12,1173.7111806628916,129536.95343380862,[]
recovery-49be0b3a,96,7.719953814158599,pre_failure,12,1186.066035196185,129524.3309560537,[]
recovery-49be0b3a,97,7.800369999722751,pre_failure,12,1198.4208897294786,129511.70847829878,[]
recovery-49be0b3a,98,7.880786185286903,pre_failure,12,1210.7757442627724,129499.08600054386,[]
recovery-49be0b3a,99,7.961202370851055,pre_failure,12,1223.130598796066,129486.46352278894,[]
recovery-49be0b3a,100,8.041618556415207,pre_failure,12,1235.4854533293594,129473.84104503402,[]
recovery-49be0b3a,101,8.122034741979359,pre_failure,12,1247.8403078626532,129461.2185672791,[]
recovery-49be0b3a,102,8.202450927543511,pre_failure,12,1260.1951623959467,129448.59608952417,[]
recovery-49be0b3a,103,8.282867113107663,pre_failure,12,1272.5500169292402,129435.97361176925,[]
recovery-49be0b3a,104,8.363283298671815,pre_failure,12,1284.904871462534,129423.35113401433,[]
recovery-49be0b3a,105,8.443699484235967,pre_failure,12,1297.2597259958275,129410.72865625941,[]
recovery-49be0b3a,106,8.52411566980012,pre_failure,12,1309.614580529121,129398.10617850449,[]
recovery-49be0b3a,107,8.604531855364272,pre_failure,12,1321.9694350624147,129385.48370074957,[]
recovery-49be0b3a,108,8.684948040928424,pre_failure,12,1334.3242895957083,129372.86122299464,[]
recovery-49be0b3a,109,8.765364226492576,pre_failure,12,1346.6791441290018,129360.23874523972,[]
recovery-49be0b3a,110,8.845780412056728,pre_failure,12,1359.0339986622955,129347.6162674848,[]
recovery-49be0b3a,111,8.92619659762088,pre_failure,12,1371.388853195589,129334.99378972988,[]
recovery-49be0b3a,112,9.006612783185032,pre_failure,12,1383.7437077288826,129322.37131197496,[]
recovery-49be0b3a,113,9.087028968749184,pre_failure,12,1396.0985622621763,129309.74883422004,[]
recovery-49be0b3a,114,9.167445154313336,pre_failure,12,1408.4534167954698,129297.12635646512,[]
recovery-49be0b3a,115,9.247861339877488,pre_failure,12,1420.8082713287633,129284.5038787102,[]
recovery-49be0b3a,116,9.32827752544164,pre_failure,12,1433.163125862057,129271.88140095527,[]
recovery-49be0b3a,117,9.408693711005792,pre_failure,12,1445.5179803953506,129259.25892320035,[]
recovery-49be0b3a,118,9.489109896569945,pre_failure,12,1457.8728349286441,129246.63644544543,[]
recovery-49be0b3a,119,9.569526082134097,pre_failure,12,1470.2276894619379,129234.01396769051,[]
recovery-49be0b3a,120,9.649942267698249,pre_failure,12,1482.5825439952314,129221.39148993559,[]
recovery-49be0b3a,121,9.7303584532624,pre_failure,12,1494.937398528525,129208.76901218067,[]
recovery-49be0b3a,122,9.810774638826553,pre_failure,12,1507.2922530618187,129196.14653442574,[]
recovery-49be0b3a,123,9.891190824390705,pre_failure,12,1519.6471075951122,129183.52405667082,[]
recovery-49be0b3a,124,9.971607009954857,pre_failure,12,1532.0019621284057,129170.9015789159,[]
recovery-49be0b3a,125,10.05202319551901,pre_failure,12,1544.3568166616994,129158.27910116098,[]
recovery-49be0b3a,126,10.132439381083161,pre_failure,12,1556.711671194993,129145.65662340606,[]
recovery-49be0b3a,127,10.212855566647313,pre_failure,12,1569.0665257282865,129133.03414565114,[]
recovery-49be0b3a,128,10.293271752211465,pre_failure,12,1582.0618586376077,129119.75146812497,[]
recovery-49be0b3a,129,10.373687937775617,pre_failure,12,1594.4167131709012,129107.12899037005,[]
recovery-49be0b3a,130,10.45410412333977,pre_failure,12,1606.771567704195,129094.50651261513,[]
recovery-49be0b3a,131,10.534520308903922,pre_failure,12,1619.1264222374884,129081.88403486021,[]
recovery-49be0b3a,132,10.614936494468074,pre_failure,12,1631.481276770782,129069.26155710529,[]
recovery-49be0b3a,133,10.695352680032226,pre_failure,12,1643.8361313040757,129056.63907935037,[]
recovery-49be0b3a,134,10.775768865596378,pre_failure,12,1656.1909858373692,129044.01660159545,[]
recovery-49be0b3a,135,10.85618505116053,pre_failure,12,1668.5458403706627,129031.39412384052,[]
recovery-49be0b3a,136,10.936601236724682,pre_failure,12,1680.9006949039565,129018.7716460856,[]
recovery-49be0b3a,137,11.017017422288834,pre_failure,12,1693.25554943725,129006.14916833068,[]
recovery-49be0b3a,138,11.097433607852986,pre_failure,12,1705.6104039705435,128993.52669057576,[]
recovery-49be0b3a,139,11.177849793417138,pre_failure,12,1717.9652585038373,128980.90421282084,[]
recovery-49be0b3a,140,11.25826597898129,pre_failure,12,1730.3201130371308,128968.28173506592,[]
recovery-49be0b3a,141,11.338682164545443,pre_failure,12,1742.6749675704243,128955.659257311,[]
recovery-49be0b3a,142,11.419098350109595,pre_failure,12,1755.029822103718,128943.03677955607,[]
recovery-49be0b3a,143,11.499514535673747,pre_failure,12,1767.3846766370116,128930.41430180115,[]
recovery-49be0b3a,144,11.579930721237899,pre_failure,12,1779.739531170305,128917.79182404623,[]
recovery-49be0b3a,145,11.66034690680205,pre_failure,12,1792.0943857035988,128905.16934629131,[]
recovery-49be0b3a,146,11.740763092366203,pre_failure,12,1804.4492402368924,128892.54686853639,[]
recovery-49be0b3a,147,11.821179277930355,pre_failure,12,1816.8040947701859,128879.92439078147,[]
recovery-49be0b3a,148,11.901595463494507,pre_failure,12,1829.1589493034796,128867.30191302655,[]
recovery-49be0b3a,149,11.98201164905866,pre_failure,12,1841.5138038367731,128854.67943527162,[]
recovery-49be0b3a,150,12.062427834622811,pre_failure,12,1853.8686583700667,128842.0569575167,[]
recovery-49be0b3a,151,12.142844020186963,pre_failure,12,1866.2235129033604,128829.43447976178,[]
recovery-49be0b3a,152,12.223260205751115,pre_failure,12,1878.578367436654,128816.81200200686,[]
recovery-49be0b3a,153,12.303676391315268,pre_failure,12,1890.9332219699475,128804.18952425194,[]
recovery-49be0b3a,154,12.38409257687942,pre_failure,12,1903.2880765032412,128791.56704649702,[]
recovery-49be0b3a,155,12.464508762443572,pre_failure,12,1915.6429310365347,128778.9445687421,[]
recovery-49be0b3a,156,12.544924948007724,pre_failure,12,1927.9977855698282,128766.32209098717,[]
recovery-49be0b3a,157,12.625341133571876,pre_failure,12,1940.352640103122,128753.69961323225,[]
recovery-49be0b3a,158,12.705757319136028,pre_failure,12,1952.7074946364155,128741.07713547733,[]
recovery-49be0b3a,159,12.78617350470018,pre_failure,12,1965.062349169709,128728.45465772241,[]
recovery-49be0b3a,160,12.866589690264332,pre_failure,12,1977.4172037030028,128715.83217996749,[]
recovery-49be0b3a,161,12.947005875828484,pre_failure,12,1989.7720582362963,128703.20970221257,[]
recovery-49be0b3a,162,13.027422061392636,pre_failure,12,2002.1269127695898,128690.58722445765,[]
recovery-49be0b3a,163,13.107838246956788,pre_failure,12,2014.4817673028836,128677.96474670272,[]
recovery-49be0b3a,164,13.18825443252094,pre_failure,12,2026.836621836177,128665.3422689478,[]
recovery-49be0b3a,165,13.268670618085093,pre_failure,12,2039.1914763694706,128652.71979119288,[]
recovery-49be0b3a,166,13.349086803649245,pre_failure,12,2051.546330902764,128640.09731343796,[]
recovery-49be0b3a,167,13.429502989213397,pre_failure,12,2063.901185436058,128627.47483568304,[]
recovery-49be0b3a,168,13.509919174777549,pre_failure,12,2076.2560399693516,128614.85235792812,[]
recovery-49be0b3a,169,13.590335360341701,pre_failure,12,2088.610894502645,128602.2298801732,[]
recovery-49be0b3a,170,13.670751545905853,pre_failure,12,2100.9657490359386,128589.60740241827,[]
recovery-49be0b3a,171,13.751167731470005,pre_failure,12,2113.3206035692324,128576.98492466335,[]
recovery-49be0b3a,172,13.831583917034157,pre_failure,12,2125.6754581025257,128564.36244690843,[]
recovery-49be0b3a,173,13.91200010259831,pre_failure,12,2138.0303126358194,128551.73996915351,[]
recovery-49be0b3a,174,13.992416288162461,pre_failure,12,2150.385167169113,128539.11749139859,[]
recovery-49be0b3a,175,14.072832473726614,pre_failure,12,2162.7400217024065,128526.49501364367,[]
recovery-49be0b3a,176,14.153248659290766,pre_failure,12,2175.0948762357,128513.87253588875,[]
recovery-49be0b3a,177,14.233664844854918,pre_failure,12,2187.449730768994,128501.25005813382,[]
recovery-49be0b3a,178,14.31408103041907,pre_failure,12,2199.8045853022873,128488.6275803789,[]
recovery-49be0b3a,179,14.394497215983222,pre_failure,12,2212.159439835581,128476.00510262398,[]
recovery-49be0b3a,180,14.474913401547374,pre_failure,12,2224.5142943688747,128463.38262486906,[]
recovery-49be0b3a,181,14.555329587111526,pre_failure,12,2236.869148902168,128450.76014711414,[]
recovery-49be0b3a,182,14.635745772675678,pre_failure,12,2249.224003435462,128438.13766935922,[]
recovery-49be0b3a,183,14.71616195823983,pre_failure,12,2261.5788579687555,128425.5151916043,[]
recovery-49be0b3a,184,14.796578143803982,pre_failure,12,2273.933712502049,128412.89271384937,[]
recovery-49be0b3a,185,14.876994329368134,pre_failure,12,2286.2885670353426,128400.27023609445,[]
recovery-49be0b3a,186,14.957410514932286,pre_failure,12,2298.6434215686363,128387.64775833953,[]
recovery-49be0b3a,187,15.037826700496439,pre_failure,12,2310.9982761019296,128375.02528058461,[]
recovery-49be0b3a,188,15.11824288606059,pre_failure,12,2323.3531306352234,128362.40280282969,[]
recovery-49be0b3a,189,15.198659071624743,pre_failure,12,2335.707985168517,128349.78032507477,[]
recovery-49be0b3a,190,15.279075257188895,pre_failure,12,2348.0628397018104,128337.15784731985,[]
recovery-49be0b3a,191,15.359491442753047,pre_failure,12,2360.417694235104,128324.53536956492,[]
recovery-49be0b3a,192,15.439907628317199,pre_failure,12,2372.772548768398,128311.91289181,[]
recovery-49be0b3a,193,15.520323813881351,pre_failure,12,2385.127403301691,128299.29041405508,[]
recovery-49be0b3a,194,15.600739999445503,pre_failure,12,2397.482257834985,128286.66793630016,[]
recovery-49be0b3a,195,15.681156185009655,pre_failure,12,2409.8371123682787,128274.04545854524,[]
recovery-49be0b3a,196,15.761572370573807,pre_failure,12,2422.191966901572,128261.42298079032,[]
recovery-49be0b3a,197,15.84198855613796,pre_failure,12,2434.5468214348657,128248.8005030354,[]
recovery-49be0b3a,198,15.922404741702112,pre_failure,12,2446.9016759681595,128236.17802528047,[]
recovery-49be0b3a,199,16.002820927266264,pre_failure,12,2459.2565305014527,128223.55554752555,[]
recovery-49be0b3a,200,16.083237112830414,pre_failure,12,2471.6113850347465,128210.93306977063,[]
recovery-49be0b3a,201,16.163653298394564,pre_failure,12,2483.9662395680402,128198.31059201571,[]
recovery-49be0b3a,202,16.244069483958715,pre_failure,12,2496.3210941013335,128185.68811426079,[]
recovery-49be0b3a,203,16.324485669522865,pre_failure,12,2508.6759486346273,128173.06563650587,[]
recovery-49be0b3a,204,16.404901855087015,pre_failure,12,2521.030803167921,128160.44315875095,[]
recovery-49be0b3a,205,16.485318040651165,pre_failure,12,2533.3856577012143,128147.82068099602,[]
recovery-49be0b3a,206,16.565734226215316,pre_failure,12,2545.740512234508,128135.1982032411,[]
recovery-49be0b3a,207,16.646150411779466,pre_failure,12,2558.095366767802,128122.57572548618,[]
recovery-49be0b3a,208,16.726566597343616,pre_failure,12,2570.450221301095,128109.95324773126,[]
recovery-49be0b3a,209,16.806982782907767,pre_failure,12,2582.805075834389,128097.33076997634,[]
recovery-49be0b3a,210,16.887398968471917,pre_failure,12,2595.1599303676826,128084.70829222142,[]
recovery-49be0b3a,211,16.967815154036067,pre_failure,12,2607.514784900976,128072.0858144665,[]
recovery-49be0b3a,212,17.048231339600218,pre_failure,12,2619.8696394342696,128059.46333671157,[]
recovery-49be0b3a,213,17.128647525164368,pre_failure,12,2632.2244939675634,128046.84085895665,[]
recovery-49be0b3a,214,17.20906371072852,pre_failure,12,2644.5793485008567,128034.21838120173,[]
recovery-49be0b3a,215,17.28947989629267,pre_failure,12,2656.9342030341504,128021.59590344681,[]
recovery-49be0b3a,216,17.36989608185682,pre_failure,12,2669.289057567444,128008.97342569189,[]
recovery-49be0b3a,217,17.45031226742097,pre_failure,12,2681.6439121007375,127996.35094793697,[]
recovery-49be0b3a,218,17.53072845298512,pre_failure,12,2693.998766634031,127983.72847018205,[]
recovery-49be0b3a,219,17.61114463854927,pre_failure,12,2706.353621167325,127971.10599242712,[]
recovery-49be0b3a,220,17.69156082411342,pre_failure,12,2718.7084757006182,127958.4835146722,[]
recovery-49be0b3a,221,17.77197700967757,pre_failure,12,2731.063330233912,127945.86103691728,[]
recovery-49be0b3a,222,17.85239319524172,pre_failure,12,2743.4181847672057,127933.23855916236,[]
recovery-49be0b3a,223,17.93280938080587,pre_failure,12,2755.773039300499,127920.61608140744,[]
recovery-49be0b3a,224,18.01322556637002,pre_failure,12,2768.1278938337928,127907.99360365252,[]
recovery-49be0b3a,225,18.09364175193417,pre_failure,12,2780.4827483670865,127895.3711258976,[]
recovery-49be0b3a,226,18.174057937498322,pre_failure,12,2792.83760290038,127882.74864814267,[]
recovery-49be0b3a,227,18.254474123062472,pre_failure,12,2805.1924574336736,127870.12617038775,[]
recovery-49be0b3a,228,18.334890308626623,pre_failure,12,2817.5473119669673,127857.50369263283,[]
recovery-49be0b3a,229,18.415306494190773,pre_failure,12,2829.9021665002606,127844.88121487791,[]
recovery-49be0b3a,230,18.495722679754923,pre_failure,12,2842.2570210335543,127832.25873712299,[]
recovery-49be0b3a,231,18.576138865319074,pre_failure,12,2854.611875566848,127819.63625936807,[]
recovery-49be0b3a,232,18.656555050883224,pre_failure,12,2866.9667301001414,127807.01378161315,[]
recovery-49be0b3a,233,18.736971236447374,pre_failure,12,2879.321584633435,127794.39130385823,[]
recovery-49be0b3a,234,18.817387422011524,pre_failure,12,2891.676439166729,127781.7688261033,[]
recovery-49be0b3a,235,18.897803607575675,pre_failure,12,2904.031293700022,127769.14634834838,[]
recovery-49be0b3a,236,18.978219793139825,pre_failure,12,2916.386148233316,127756.52387059346,[]
recovery-49be0b3a,237,19.058635978703975,pre_failure,12,2928.7410027666097,127743.90139283854,[]
recovery-49be0b3a,238,19.139052164268126,pre_failure,12,2941.095857299903,127731.27891508362,[]
recovery-49be0b3a,239,19.219468349832276,pre_failure,12,2953.4507118331967,127718.6564373287,[]
recovery-49be0b3a,240,19.299884535396426,pre_failure,12,2965.8055663664904,127706.03395957378,[]
recovery-49be0b3a,241,19.380300720960577,pre_failure,12,2978.1604208997837,127693.41148181885,[]
recovery-49be0b3a,242,19.460716906524727,pre_failure,12,2990.5152754330775,127680.78900406393,[]
recovery-49be0b3a,243,19.541133092088877,pre_failure,12,3002.870129966371,127668.16652630901,[]
recovery-49be0b3a,244,19.621549277653028,pre_failure,12,3015.2249844996645,127655.54404855409,[]
recovery-49be0b3a,245,19.701965463217178,pre_failure,12,3027.5798390329583,127642.92157079917,[]
recovery-49be0b3a,246,19.782381648781328,pre_failure,12,3039.934693566252,127630.29909304425,[]
recovery-49be0b3a,247,19.86279783434548,pre_failure,12,3052.2895480995453,127617.67661528933,[]
recovery-49be0b3a,248,19.94321401990963,pre_failure,12,3064.644402632839,127605.0541375344,[]
recovery-49be0b3a,249,20.02363020547378,pre_failure,12,3076.999257166133,127592.43165977948,[]
recovery-49be0b3a,250,20.10404639103793,pre_failure,12,3089.354111699426,127579.80918202456,[]
recovery-49be0b3a,251,20.18446257660208,pre_failure,12,3101.70896623272,127567.18670426964,[]
recovery-49be0b3a,252,20.26487876216623,pre_failure,12,3114.0638207660136,127554.56422651472,[]
recovery-49be0b3a,253,20.34529494773038,pre_failure,12,3126.418675299307,127541.9417487598,[]
recovery-49be0b3a,254,20.42571113329453,pre_failure,12,3138.7735298326006,127529.31927100488,[]
recovery-49be0b3a,255,20.50612731885868,pre_failure,12,3151.1283843658944,127516.69679324995,[]
recovery-49be0b3a,256,20.58654350442283,pre_failure,12,3164.123717275235,127503.41411572379,[]
recovery-49be0b3a,257,20.66695968998698,pre_failure,12,3176.478571808528,127490.79163796887,[]
recovery-49be0b3a,258,20.747375875551132,pre_failure,12,3188.833426341822,127478.16916021395,[]
recovery-49be0b3a,259,20.827792061115282,pre_failure,12,3201.1882808751157,127465.54668245903,[]
recovery-49be0b3a,260,20.908208246679433,pre_failure,12,3213.543135408409,127452.9242047041,[]
recovery-49be0b3a,261,20.988624432243583,pre_failure,12,3225.8979899417027,127440.30172694918,[]
recovery-49be0b3a,262,21.069040617807733,pre_failure,12,3238.2528444749964,127427.67924919426,[]
recovery-49be0b3a,263,21.149456803371883,pre_failure,12,3250.6076990082897,127415.05677143934,[]
recovery-49be0b3a,264,21.229872988936034,pre_failure,12,3262.9625535415835,127402.43429368442,[]
recovery-49be0b3a,265,21.310289174500184,pre_failure,12,3275.317408074877,127389.8118159295,[]
recovery-49be0b3a,266,21.390705360064334,pre_failure,12,3287.6722626081705,127377.18933817458,[]
recovery-49be0b3a,267,21.471121545628485,pre_failure,12,3300.0271171414643,127364.56686041965,[]
recovery-49be0b3a,268,21.551537731192635,pre_failure,12,3312.381971674758,127351.94438266473,[]
recovery-49be0b3a,269,21.631953916756785,pre_failure,12,3324.7368262080513,127339.32190490981,[]
recovery-49be0b3a,270,21.712370102320936,pre_failure,12,3337.091680741345,127326.69942715489,[]
recovery-49be0b3a,271,21.792786287885086,pre_failure,12,3349.446535274639,127314.07694939997,[]
recovery-49be0b3a,272,21.873202473449236,pre_failure,12,3361.801389807932,127301.45447164505,[]
recovery-49be0b3a,273,21.953618659013387,pre_failure,12,3374.156244341226,127288.83199389013,[]
recovery-49be0b3a,274,22.034034844577537,pre_failure,12,3386.5110988745196,127276.2095161352,[]
recovery-49be0b3a,275,22.114451030141687,pre_failure,12,3398.865953407813,127263.58703838028,[]
recovery-49be0b3a,276,22.194867215705838,pre_failure,12,3411.2208079411066,127250.96456062536,[]
recovery-49be0b3a,277,22.275283401269988,pre_failure,12,3423.5756624744004,127238.34208287044,[]
recovery-49be0b3a,278,22.355699586834138,pre_failure,12,3435.9305170076937,127225.71960511552,[]
recovery-49be0b3a,279,22.43611577239829,pre_failure,12,3448.2853715409874,127213.0971273606,[]
recovery-49be0b3a,280,22.51653195796244,pre_failure,12,3460.640226074281,127200.47464960568,[]
recovery-49be0b3a,281,22.59694814352659,pre_failure,12,3472.9950806075744,127187.85217185075,[]
recovery-49be0b3a,282,22.67736432909074,pre_failure,12,3485.349935140868,127175.22969409583,[]
recovery-49be0b3a,283,22.75778051465489,pre_failure,12,3497.704789674162,127162.60721634091,[]
recovery-49be0b3a,284,22.83819670021904,pre_failure,12,3510.059644207455,127149.98473858599,[]
recovery-49be0b3a,285,22.91861288578319,pre_failure,12,3522.414498740749,127137.36226083107,[]
